Date,Date,Date.2,Date.1,Close,High,Low,Open,Volume
263,263,264,2021-01-14,0.4943357817617468,0.4651567173389994,0.4925910543322709,0.4676202985932987,0.1303870177783411
264,264,265,2021-01-15,0.4800284660724447,0.4662638034150368,0.4903313829699098,0.4768893493362596,0.1509232633967981
265,265,266,2021-01-18,0.4693360390140295,0.4484668272417142,0.4739134203945001,0.4614405766746758,0.0670935346399299
266,266,267,2021-01-19,0.475962312642822,0.4526588687991058,0.48521016696017,0.4598955523415298,0.1019145236742332
267,267,268,2021-01-20,0.4648180756152709,0.4460147558036607,0.4752689533488068,0.4615950577299277,0.0787341615284614
268,268,269,2021-01-21,0.479125118719373,0.4506025928642097,0.4791853554909071,0.4603592314698725,0.120415181659221
269,269,270,2021-01-22,0.4756612422893314,0.4480713548267878,0.4837040149276268,0.459895750587429,0.2534171641617809
270,270,271,2021-01-25,0.4783718295189465,0.454715361770355,0.483553260484852,0.4615949230825333,0.0606586639968573
271,271,272,2021-01-27,0.4984019351913695,0.4733829033684626,0.4995198158093967,0.4762716669101994,0.1495151593275003
272,272,273,2021-01-28,0.4764142589045579,0.4502860691394041,0.4699971430093672,0.4646848490429405,0.1862667055277397
273,273,274,2021-01-29,0.4518664624185764,0.4602523324577132,0.4621644844993582,0.4751900366052177,0.2480773456119608
274,274,275,2021-02-01,0.4694867786296748,0.437946846474768,0.4416796019570557,0.4289979783238016,0.1351832091852413
275,275,276,2021-02-02,0.4982510592831242,0.4741736777455265,0.4918376513203979,0.4694739744440905,0.1396577110448084
276,276,277,2021-02-03,0.5133111190024529,0.4980614996120616,0.5184984791868803,0.494037784817861,0.1262653966957571
277,277,278,2021-02-04,0.5053294154662527,0.4925245882069631,0.5130760234417711,0.5042341950219547,0.1178844932381913
278,278,279,2021-02-05,0.5291243316296077,0.5045477039153092,0.5294942537139049,0.5093323784012505,0.113506924123075
279,279,280,2021-02-08,0.5288231249835171,0.5094517021318186,0.5407910960139066,0.5186017661118618,0.0881562522249993
280,280,281,2021-02-09,0.5107508625106829,0.5016998615391601,0.5172933611785284,0.5121129000675864,0.0919065777084799
281,281,282,2021-02-10,0.4911731119777958,0.4979033336467269,0.4981640298211858,0.5062425075621042,0.1726355383393297
282,282,283,2021-02-11,0.5051788121432075,0.4776540907963567,0.4903314836635257,0.4744176879480426,0.1182697049243693
283,283,284,2021-02-12,0.5024682249135923,0.4861969516608648,0.5069004562062964,0.4907937226594741,0.1130906411735148
284,284,285,2021-02-15,0.4982510592831242,0.4778121335692997,0.5069001814378082,0.4923383069384881,0.1227069572577582
285,285,286,2021-02-16,0.5108180547625032,0.481363058386304,0.5074495998061745,0.4855599374211305,0.2269253131404511
286,286,287,2021-02-17,0.4858376655639915,0.4785459578229458,0.4944209541163835,0.4893331938849674,0.119359238569299
287,287,288,2021-02-18,0.47572284654455,0.4549614449206549,0.4754141159104745,0.4685810567399109,0.1813131783605086
288,288,289,2021-02-19,0.4587117582556348,0.4436927050139494,0.4577870021246759,0.4531743562952084,0.231271990941587
289,289,290,2021-02-22,0.4493630399410235,0.4272720537417458,0.4588597842287576,0.4438986859433409,0.1032220360279096
290,290,291,2021-02-23,0.4706654370348291,0.4409558113842853,0.4570203936214188,0.4349375923831466,0.1017681648274138
291,291,292,2021-02-24,0.4628493290076789,0.4433705207471285,0.4679032113218744,0.4558466816531517,0.0815318348786688
292,292,293,2021-02-25,0.4769487984819185,0.4531907224523881,0.4833846595784263,0.4597770744152596,0.1217233538273708
293,293,294,2021-02-26,0.4441523012562567,0.4451414234515567,0.456407216573006,0.4459423835831895,0.2129433046016121
294,294,295,2021-03-01,0.4832321599290079,0.452868543346494,0.4599326178578717,0.4343085791493852,0.1279203313612278
295,295,296,2021-03-02,0.4890559427287593,0.4710600120519548,0.4994791869500403,0.4769133274287311,0.1049386933382071
296,296,297,2021-03-03,0.5030020830279529,0.4731528138240199,0.4976396954167226,0.4712535801865918,0.1119227095725224
297,297,298,2021-03-04,0.518021118674669,0.4889294772942973,0.506223520698931,0.4942067578541207,0.1906355770884343
298,298,299,2021-03-05,0.5190937414369916,0.4956907962741095,0.5172595900129218,0.5050543069714324,0.1664456987984118
299,299,300,2021-03-08,0.5324268376212009,0.5256339955187888,0.5434704626024469,0.5275356136791642,0.1344518948162155
300,300,301,2021-03-09,0.5411623755282275,0.5309464552683723,0.5500615643212086,0.5372827495519641,0.1218004321544868
301,301,302,2021-03-10,0.5232317210668358,0.5150090419092499,0.5355000581050351,0.530051092014395,0.1024754259597286
302,302,303,2021-03-11,0.5190937414369916,0.5130771293234389,0.5209382914108955,0.527378464722291,0.1166342047942959
303,303,304,2021-03-12,0.5197070581371761,0.4985888393124011,0.5270698217226117,0.507727184036429,0.0651329859070226
304,304,305,2021-03-15,0.5183276407321613,0.4987495438275646,0.5207851963143224,0.5067837597607723,0.0979931862758829
305,305,306,2021-03-16,0.5302814558039557,0.5105015095129899,0.5322812173365015,0.5080413446523455,0.145175139654232
306,306,307,2021-03-17,0.5292086967490333,0.5130772321468382,0.5305951396317554,0.5133866539147811,0.1236968589172096
307,307,308,2021-03-18,0.5083660145951658,0.4988300571785302,0.5169531270283982,0.5132293571492854,0.2400023561375013
308,308,309,2021-03-19,0.4924276853611731,0.4794314545522069,0.4999391325917128,0.4909053658153355,0.5505433782129141
309,309,310,2021-03-22,0.4980978664006781,0.4725087785404074,0.4929645589500475,0.4783280219938743,0.0820536281608337
310,310,311,2021-03-23,0.4933469789484495,0.4725893155902059,0.4968732548250647,0.4707819710030021,0.0790322777041551
311,311,312,2021-03-24,0.5178677894996229,0.4903782432311165,0.5046905822768273,0.4838306282751532,0.1049680250907049
312,312,313,2021-03-25,0.5204731588420064,0.498588607968599,0.5212449829229913,0.5017529239770111,0.1076396138933654
313,313,314,2021-03-26,0.5121973358749179,0.4998763329317837,0.5233908406566365,0.5116572104156125,0.1293387525295637
314,314,315,2021-03-29,0.5056074523703362,0.4924710902356404,0.5163400155492355,0.5014384389171866,0.0724984948732115
315,315,316,2021-03-30,0.5030020830279529,0.4895732736259119,0.5111283451939561,0.4934206117520092,0.0824891057132555
316,316,317,2021-03-31,0.5137299461623788,0.5011643392838552,0.5213983226851577,0.4989231197424049,0.1749172967544985
317,317,318,2021-04-01,0.5154157493322857,0.4887685073778787,0.5172596743896865,0.4979797558152061,0.088639836250843
318,318,319,2021-04-06,0.512657050814856,0.4981054514318732,0.5249235930715701,0.5137008996026198,0.1008707571605016
319,319,320,2021-04-07,0.5203199659595603,0.4945640714661472,0.5203254303488507,0.4997091799109132,0.0953994555810797
320,320,321,2021-04-08,0.5293618896314791,0.5128356637524591,0.5358065298627412,0.5129149386876275,0.1374204001318909
321,321,322,2021-04-09,0.5295150825139252,0.5067987338529283,0.5312082046571975,0.517631267256607,0.0775852445809287
322,322,323,2021-04-12,0.5232317210668358,0.5061547938836493,0.5313614165802343,0.5162164276221974,0.0730423019655333
323,323,324,2021-04-13,0.530434921271602,0.5064770612654195,0.5341206866995272,0.5089848833677852,0.0736421932880912
324,324,325,2021-04-14,0.5397832307084129,0.5133991980687116,0.5402517058403453,0.5184173806022703,0.0998104952849358
325,325,326,2021-04-15,0.5414690338783199,0.5150090209154288,0.5420911085260547,0.5302083176828603,0.0942322437776946
326,326,327,2021-04-16,0.5426951221082885,0.5151701883034949,0.5466895957188771,0.5251776633688101,0.1484718126957062
327,327,328,2021-04-19,0.5557218325276057,0.5323957244766662,0.5569595776653036,0.5379119407189441,0.1073905039381027
328,328,329,2021-04-20,0.5388638008285365,0.528371036602427,0.548529048667207,0.5410562148077349,0.0890648167548248
329,329,330,2021-04-21,0.545453548040518,0.5199995081782258,0.5382590732818215,0.5152731491939324,0.1451753196036338
330,330,331,2021-04-22,0.560319254512188,0.5333613216700399,0.5598715692960945,0.5391694023289817,0.1558441597391645
331,331,332,2021-04-23,0.5641507120845402,0.5373860552242786,0.566616045099499,0.5449864060483169,0.0759601815161613
332,332,333,2021-04-26,0.5589399733997733,0.5470450096897088,0.5699880982722094,0.5577204440359693,0.052559441336285
333,333,334,2021-04-27,0.5632310096194637,0.5385127250004846,0.5612510373445709,0.5459294261812915,0.0891172420138905
334,334,335,2021-04-28,0.576717434978719,0.5567041020780983,0.5781119425301444,0.5539473676559556,0.1266533076229626
335,335,336,2021-04-29,0.5734994303991514,0.5602461480257588,0.5840902029396156,0.5710838187727876,0.0770638711807014
336,336,337,2021-04-30,0.5587867805173272,0.5436644305522595,0.5676889603432922,0.5581921602432087,0.1410610764465247
337,337,338,2021-05-03,0.5689013269515688,0.5470449041870227,0.573666699947682,0.5533184086846301,0.0852765219475587
338,338,339,2021-05-04,0.5803954270834251,0.5576700087818518,0.5790315045522763,0.560707426578122,0.0977447361350935
339,339,340,2021-05-05,0.6151845221216861,0.5909942405632724,0.6096878601386462,0.6011113006169164,0.1647121862274765
340,340,341,2021-05-06,0.6185562647541001,0.5971117724845489,0.6159725425669429,0.6088148102644488,0.1878511600108281
341,341,342,2021-05-07,0.6335747552304161,0.6132099021771558,0.6256287895468331,0.6088144090256775,0.1622506583598823
342,342,343,2021-05-10,0.6524252484494844,0.6305964935302775,0.6440226572988859,0.6229636961700169,0.0960096040195418
343,343,344,2021-05-11,0.6436898468350576,0.63574813292211,0.6509203408620328,0.6402571631315743,0.1157330781730792
344,344,345,2021-05-12,0.6588619390716199,0.6368749432048406,0.6447890161839382,0.6245358247864057,0.1828367499626455
345,345,346,2021-05-13,0.6651455731039093,0.6518467410290798,0.6596573904682856,0.6470173714855396,0.1265582343556638
346,346,347,2021-05-14,0.6743408259508743,0.6660134166096763,0.6840290677530534,0.6756300596311657,0.105592809413849
347,347,348,2021-05-17,0.6928845245272506,0.6824339023839641,0.6916930057858408,0.6715424040962881,0.0948057425213178
348,348,349,2021-05-18,0.6924249458799123,0.6895979259555931,0.704721999167423,0.6929234968946136,0.0935717694898548
349,349,350,2021-05-19,0.6550304814992678,0.6598957646422134,0.6639489966128103,0.6668259500043667,0.1572155541304896
350,350,351,2021-05-20,0.7022331065492615,0.6837218607481153,0.6755985389064385,0.6573932907888633,0.1754847372015936
351,351,352,2021-05-21,0.6968691749820486,0.6851706237887374,0.7018094626812434,0.6872636611088745,0.246672360665628
352,352,353,2021-05-24,0.7077502309989205,0.6946688226851212,0.7030357303275001,0.6874209019678847,0.0805416932866816
353,353,354,2021-05-25,0.7210833271831298,0.7025570981093361,0.7175973620335268,0.701098462839743,0.0705230703230865
354,354,355,2021-05-26,0.7203172264782995,0.7114113311862598,0.7275607257653625,0.7070726022755331,0.0975241781515873
355,355,356,2021-05-27,0.7109687807488885,0.7094796840932436,0.7197434758104035,0.713361227019413,0.1882195764195023
356,356,357,2021-05-28,0.7353361258324156,0.7172068324864282,0.7209696695558181,0.7045571580181826,0.1471263310182443
357,357,358,2021-05-31,0.7224627445881446,0.7323394488142234,0.733691936502485,0.7301828349962562,0.1107039722570807
358,358,359,2021-06-01,0.7184779578407465,0.7052937477545485,0.7212759944715859,0.7089590209192649,0.052823966956971
359,359,360,2021-06-02,0.7318113266101558,0.7149530365694234,0.7284803775572666,0.7188635527924776,0.0985143797267084
360,360,361,2021-06-03,0.7452977519694111,0.737974027057027,0.7450347736444045,0.726724247033429,0.0917731152354581
361,361,362,2021-06-04,0.7653739245406482,0.7506917425613707,0.7620487896114798,0.7462184311152447,0.1225075733205337
362,362,363,2021-06-07,0.7563321371613293,0.7452184833116255,0.7615891428363593,0.7542364889725193,0.0538544771981014
363,363,364,2021-06-08,0.7494355953066554,0.7471500907972854,0.7499396528953977,0.7479478253411507,0.111103519912271
364,364,365,2021-06-09,0.743305426742012,0.7389399623725688,0.7534651965785015,0.740558853788138,0.0885201698986279
365,365,366,2021-06-10,0.7551057763461605,0.7423204285112981,0.7508591368172564,0.7345846120451267,0.0864183608852862
366,366,367,2021-06-11,0.7475964629617025,0.7354786337194572,0.7516257138826439,0.7345847429060919,0.0833905322501419
367,367,368,2021-06-15,0.7796265868973339,0.768078179500486,0.7614356347252491,0.7424453436102876,0.1166984467307482
368,368,369,2021-06-16,0.8006225982262475,0.7877185182409129,0.791325510960732,0.781905829472791,0.1454525016655816
369,369,370,2021-06-17,0.8173274370428706,0.8139591305173358,0.8173831940483982,0.8053305007330758,0.2147336212003908
370,370,371,2021-06-18,0.7833044427094399,0.7951233763217432,0.7956169204815369,0.8029718130981616,0.4854815323027471
371,371,372,2021-06-21,0.6970223678644947,0.7374909139476657,0.7093202014475288,0.7459040317617507,0.2651045179116535
372,372,373,2021-06-22,0.730278852615295,0.7275099331978605,0.736604279277087,0.7246805119490596,0.1502798843021319
373,373,374,2021-06-23,0.7144933073859483,0.7109282144761355,0.7225022684885878,0.7168196511644589,0.1166307257725272
374,374,375,2021-06-24,0.7060644278290136,0.6949907464474414,0.7114660992481805,0.703142167109988,0.1182961574864379
375,375,376,2021-06-25,0.7154130098510247,0.7080305729271219,0.7200499349410294,0.7183918516339065,0.1214068828126907
376,376,377,2021-06-28,0.7247615918730359,0.7060988713924927,0.712999083798499,0.7102167737074843,0.0816279278592445
377,377,378,2021-06-29,0.7341101738950471,0.7162409548611115,0.7200500193695853,0.7048716462923643,0.0953485299003626
378,378,379,2021-06-30,0.7247615918730359,0.7242901821167782,0.737064133484262,0.732698179351793,0.1149776505842087
379,379,380,2021-07-01,0.7068306648264442,0.7081915834755799,0.7163711077153905,0.7165052483390031,0.1055048141563555
380,380,381,2021-07-02,0.7189378090732848,0.7001423305789316,0.7197433174202528,0.7055004335753359,0.091782532587487
381,381,382,2021-07-05,0.7141866490358559,0.6994980525136809,0.7194365037759092,0.7036135266382233,0.051572298900995
382,382,383,2021-07-06,0.7056045765964754,0.7075474774897965,0.7179038667912967,0.711002686421645,0.1007737644329167
383,383,384,2021-07-07,0.7223094154130985,0.7035229961040799,0.7137653703723128,0.695281577794084,0.0916900385949478
384,384,385,2021-07-08,0.7189378090732848,0.7110893453034883,0.725874564715767,0.7088018835694336,0.087377671146427
385,385,386,2021-07-09,0.7051448616565372,0.6903221971693969,0.7039554234316803,0.6976397925462943,0.1421719640871379
386,386,387,2021-07-12,0.71403359244601,0.6999812322048142,0.719436733472713,0.7086445607985434,0.0695570419509442
387,387,388,2021-07-13,0.7020799136668154,0.7101235636190291,0.7136121558302466,0.7188635691137228,0.1151316272890388
388,388,389,2021-07-14,0.7080567530564128,0.6928980408788055,0.7076341417257654,0.6937094950581002,0.1014551728345024
389,389,390,2021-07-15,0.7008536891442467,0.694185746725166,0.7100866079714687,0.7029848980935764,0.1017328947446557
390,390,391,2021-07-16,0.6990146930918939,0.681145949397171,0.7024225626211824,0.6922944213433526,0.1677793637984871
391,391,392,2021-07-19,0.6911988576499437,0.6748677178501026,0.6814232580071209,0.6756301107923186,0.0758624090078351
392,392,393,2021-07-20,0.690125962302421,0.6743846569912844,0.6782042633280925,0.6622669444286251,0.1106003214016282
393,393,394,2021-07-21,0.7025396286067538,0.6898393310362381,0.7053350760426844,0.6913513334584798,0.0925987230910412
394,394,395,2021-07-22,0.724914784755482,0.706259792014112,0.7226557418320598,0.7028279054240334,0.1013091738864866
395,395,396,2021-07-23,0.7132673554485796,0.698532386198736,0.7202030321159598,0.7031421093129855,0.0724036015553146
396,396,397,2021-07-26,0.7135738775060718,0.7048108760635858,0.7206630362518156,0.7066008713016259,0.0634545378530464
397,397,398,2021-07-27,0.7376347005321069,0.7207482506693486,0.7277903880218153,0.709273313021151,0.1318023798068459
398,398,399,2021-07-28,0.7160259176734092,0.7138259262829296,0.7254146081042454,0.7193349600783085,0.1183491225937091
399,399,400,2021-07-29,0.7183244923731003,0.7009470079340439,0.7223488936308273,0.7080154813872483,0.0836322642799297
400,400,401,2021-07-30,0.721389985533222,0.7108479265458092,0.730626272686058,0.7135183574113728,0.1290960007864988
401,401,402,2021-08-02,0.752194293824085,0.7460233152277402,0.7338453689421629,0.717134283438112,0.1179843651562053
402,402,403,2021-08-03,0.7489756077815171,0.7363639633684478,0.7546911890945243,0.7348990230313963,0.0773219786060555
403,403,404,2021-08-04,0.7609294228533118,0.7484377228801251,0.762048569571609,0.7424451368714897,0.0915287439477767
404,404,405,2021-08-05,0.7790135427823496,0.7677560043073163,0.774464334613481,0.7581664715226,0.0986453229081047
405,405,406,2021-08-06,0.7842244177597165,0.7761276059533687,0.7893328443197234,0.7738880110889794,0.0939680180726783
406,406,407,2021-08-09,0.8024615942786003,0.7980214699929841,0.8042009250569051,0.7936966706109181,0.0923046857684556
407,407,408,2021-08-10,0.8272887905946659,0.8137980039353389,0.8186093666391527,0.807845856528544,0.1203231075486195
408,408,409,2021-08-11,0.8519627940282853,0.8535614327877382,0.8483457286280813,0.8564244949479927,0.1958010246678839
409,409,410,2021-08-12,0.8168677221029322,0.8517908450981045,0.8209087288490837,0.858154098708686,0.209376827423665
410,410,411,2021-08-13,0.7885153176868068,0.8089684271981191,0.794697432914361,0.8131909419468089,0.2030337909586582
411,411,412,2021-08-16,0.7656804465981403,0.766629210684742,0.7761505239411433,0.7746739368615547,0.2102592393070916
412,412,413,2021-08-17,0.7416098105049023,0.7549927077190194,0.7539152116729884,0.7610402574534965,0.2183299699790413
413,413,414,2021-08-18,0.7536452648441213,0.7495746468622473,0.7582925837972976,0.7419599263398482,0.1610844062866403
414,414,415,2021-08-19,0.7450484728039362,0.7413650564316943,0.7554784577446769,0.7360272353035828,0.1134834107345696
415,415,416,2021-08-20,0.7458298382799711,0.7517087618328663,0.757823348699352,0.7501370254104405,0.1361825281967216
416,416,417,2021-08-23,0.7598972789932014,0.7430069608684644,0.7636077194266289,0.7483734074578683,0.0585588344269358
417,417,418,2021-08-24,0.7558334425377794,0.7500670029272977,0.7656399246530508,0.7583144890181233,0.0590606533254979
418,418,419,2021-08-25,0.7622417842991064,0.7538433490546291,0.7659525037490613,0.7499767142333933,0.0631501834314227
419,419,420,2021-08-26,0.7727142351010553,0.760575158686125,0.7670469694986042,0.760399003328319,0.078828275065617
420,420,421,2021-08-27,0.7813108908486405,0.7661575382559876,0.7765830254346402,0.7637660571110128,0.0933654874922269
421,421,422,2021-08-30,0.7638049241289763,0.7746952915027009,0.7695482712997015,0.7822052156595074,0.0946706605036795
422,422,423,2021-08-31,0.7591157772245664,0.75055952688492,0.7634512993429989,0.7501370981481279,0.1557880155257944
423,423,424,2021-09-01,0.7728704264207024,0.7566345323003715,0.7562601546790979,0.7440442334612316,0.0862373317870481
424,424,425,2021-09-02,0.7786537303182414,0.7730533620110583,0.7759577773345261,0.7741881436942573,0.0922010948961371
425,425,426,2021-09-03,0.7859999014604503,0.773053383089468,0.7854938020599402,0.7719434145390611,0.0752141112961857
426,426,427,2021-09-06,0.7910017035893545,0.7756804327765908,0.7793969362022062,0.7711416501347022,0.066450935326005
427,427,428,2021-09-07,0.7906891846574605,0.7810986995034003,0.7942484872551634,0.7822053043939168,0.0588940201794059
428,428,429,2021-09-08,0.8028806940237264,0.7943978718921155,0.7933103054148039,0.7754709295239737,0.1060341653133971
429,429,430,2021-09-09,0.7658369105029873,0.7779790898832807,0.7709551500980654,0.7830069312203571,0.127041278533302
430,430,431,2021-09-10,0.7742771023457254,0.7728890991465135,0.7801785904957312,0.7809223535552388,0.0986702758918247
431,431,432,2021-09-13,0.7775594370325124,0.7627093875954004,0.7756448770711353,0.7626434680896053,0.0461313487873479
432,432,433,2021-09-14,0.7819360650050283,0.7723965759439931,0.7712678188821953,0.7645677517973923,0.1058111480213993
433,433,434,2021-09-15,0.7792787681820293,0.7696052324251473,0.7754885004763403,0.7682553275755688,0.0790530918516331
434,434,435,2021-09-16,0.8017862644453974,0.7870090154700954,0.7946389051825231,0.7820444871237777,0.1919980339928019
435,435,436,2021-09-17,0.8022553835747385,0.792920028275567,0.8015957997962573,0.7838084688942626,0.2892566668104262
436,436,437,2021-09-20,0.7699007469584093,0.7768298209064773,0.7817419796123644,0.7788380978913414,0.0885552600319842
437,437,438,2021-09-21,0.7625544395236002,0.7480969058524725,0.7631386641668274,0.7490148171344941,0.0883865874593382
438,438,439,2021-09-22,0.7516132784701103,0.7480969236896635,0.7618881336217236,0.7458080841335533,0.0878214863544668
439,439,440,2021-09-23,0.7697445556387624,0.7604110618500534,0.7717369107208585,0.7568715052868464,0.0876044673758632
440,440,441,2021-09-24,0.7838117237667924,0.7691129703506375,0.782054705118888,0.7741882234104955,0.0900887888343555
441,441,442,2021-09-27,0.8289833164909756,0.8213246847425589,0.8008141985876023,0.7868550650648058,0.2250787323620344
442,442,443,2021-09-28,0.8197613502944024,0.8377433283790198,0.8302040158931254,0.8303070420275314,0.2168632623878817
443,443,444,2021-09-29,0.7981915471193165,0.8039205431214326,0.7984690949177626,0.8060956723829995,0.2662350200370659
444,444,445,2021-09-30,0.8249194800355536,0.8134435717401559,0.8216060460774313,0.8142731444800297,0.313689836691719
445,445,446,2021-10-01,0.7584906030681783,0.7906214601760654,0.7636077152540373,0.7822051439114412,0.3417125772575267
446,446,447,2021-10-04,0.8378924911704545,0.8326533261935797,0.8081614981565606,0.7943908387664276,0.5952047203367358
447,447,448,2021-10-05,0.8432069485238526,0.8431615555995357,0.8353630411375472,0.8269400366270812,0.313602381282431
448,448,449,2021-10-06,0.8106958480026764,0.8172199669566337,0.8069110296016915,0.8238935363834519,0.5185872436388337
449,449,450,2021-10-07,0.8105395203904294,0.8058908480449002,0.811757104173314,0.812188674219114,0.1920256862175493
450,450,451,2021-10-08,0.8267950025047174,0.8132793069494607,0.8153527930186892,0.8094628562237942,0.4595734971240786
451,451,452,2021-10-11,0.8305463200282456,0.821652874656963,0.8242635386715536,0.8144334315943531,0.1190779776542431
452,452,453,2021-10-12,0.8336724633953855,0.825593481604533,0.8266086339840282,0.8086613121932953,0.2013829351462955
453,453,454,2021-10-13,0.8075698409281366,0.8205036843614101,0.8170724968469563,0.8245349209437238,0.1532821001390829
454,454,455,2021-10-14,0.7870941947461795,0.796696534897496,0.7994073157323556,0.8048132136164088,0.1204361157729669
455,455,456,2021-10-15,0.7928772260585183,0.7804417284964994,0.7933102346481711,0.7865342304989289,0.0816669168963071
456,456,457,2021-10-18,0.8188236572061204,0.8083537810596609,0.8094123380878107,0.7910238926164566,0.1186601351432004
457,457,458,2021-10-19,0.8180421554374856,0.813279407137291,0.826139678185885,0.8133112005620136,0.0743843646043605
458,458,459,2021-10-20,0.8358605047964435,0.8252649567186957,0.8344249289969004,0.8200452368849238,0.1291941931767625
459,459,460,2021-10-21,0.8346101564836675,0.8269069217394024,0.8408344916305772,0.8307880924808013,0.1208114902251784
460,460,461,2021-10-22,0.8335162720757386,0.8218173836703998,0.8309859919642264,0.8224507072373004,0.1466208531485117
461,461,462,2021-10-25,0.8425819106600646,0.8375794282440229,0.847400687196175,0.8303073544832971,0.0600719089806328
462,462,463,2021-10-26,0.8369547980821724,0.8387285408969457,0.847400500966474,0.8391259101846962,0.0628756406273684
463,463,464,2021-10-27,0.8525849697474724,0.8405344592519751,0.8458369592270767,0.8309483850908013,0.0888577549764557
464,464,465,2021-10-28,0.8644642327670445,0.8528487428981041,0.8566239328230651,0.8461808200893297,0.1152195025802644
465,465,466,2021-10-29,0.8303899924159984,0.8584309276027792,0.8347376115795073,0.8623750517143915,0.160413075051557
466,466,467,2021-11-01,0.8555546492097655,0.8452957959996278,0.8438045976628066,0.8412100097980824,0.1449598601865127
467,467,468,2021-11-02,0.8472709212718746,0.8477589797480708,0.8488074644358832,0.8514720882680236,0.0766264741679934
468,468,469,2021-11-03,0.8666522741681025,0.8594160780072183,0.8653781681944903,0.8546786202507024,0.0887259120480503
469,469,470,2021-11-04,0.8900978723975527,0.8797754587992889,0.8821055609187505,0.8663836088812269,0.0889587665740147
470,470,471,2021-11-05,0.9090105150422396,0.903582613747832,0.9022720804589516,0.8864260705148737,0.124095266892855
471,471,472,2021-11-08,0.9155753207084136,0.9075233167431724,0.9144658798591808,0.9104771651654346,0.0698119702701994
472,472,473,2021-11-09,0.8949432106216096,0.90194076956095,0.9060240889293428,0.9080719487711946,0.0743098055688701
473,473,474,2021-11-10,0.8965064867440796,0.9034186829217056,0.9050861776252546,0.8944432296953877,0.0674138445751823
474,474,475,2021-11-11,0.8693097072837016,0.8909404429335742,0.8700684131138998,0.8946036751708393,0.1045713566259439
475,475,476,2021-11-12,0.8841583771803666,0.8781335885735347,0.8742890579394245,0.8673455933112431,0.0777096496007252
476,476,477,2021-11-15,0.8824390460308497,0.8733721402326405,0.8852322253307063,0.87889010373402,0.069890428209396
477,477,478,2021-11-16,0.8772810525822986,0.8710735638230435,0.8799169930640449,0.870392147998341,0.1244953543962508
478,478,479,2021-11-17,0.7414534828926551,0.794397828005513,0.7481309771069018,0.8030493794516473,0.4790608176792849
479,479,480,2021-11-18,0.7175391744116641,0.7259314658230562,0.7298404902011075,0.734103216812972,0.2861388634743683
480,480,481,2021-11-19,0.7230096867921092,0.7190355243683599,0.7304657471188394,0.7137400167570098,0.1908642327950227
481,481,482,2021-11-22,0.6915928795566622,0.7072140362355182,0.7015448215021742,0.7151830736910818,0.1297576147538835
482,482,483,2021-11-23,0.707535706446456,0.6969522427823034,0.7093612600469632,0.6884062793134873,0.1221819248863604
483,483,484,2021-11-24,0.713162546439148,0.7127963452752111,0.7149890556414358,0.7052418136630842,0.147481731086853
484,484,485,2021-11-25,0.691123760427321,0.6919444437726727,0.7018573193292634,0.699950712934698,0.1337513517949023
485,485,486,2021-11-26,0.676118626625809,0.680451301891533,0.6791895151887608,0.6827943019662921,0.1618362948706083
486,486,487,2021-11-29,0.6600196084163681,0.651226090034724,0.6554275194457766,0.6438318876102462,0.1773830234414687
487,487,488,2021-11-30,0.650641314607548,0.6579575946310428,0.6626186691791416,0.6629121312867339,0.3439679430937609
488,488,489,2021-12-01,0.6615826119536381,0.6423599250674787,0.6504249672129785,0.6314856367774198,0.1288440116408068
489,489,490,2021-12-02,0.6931558830939322,0.675197448298333,0.6601174089250845,0.6378992126139074,0.1577777760449317
490,490,491,2021-12-03,0.7042535080522692,0.6898102743468626,0.7013885629410175,0.6941786862019419,0.1388199266130349
491,491,492,2021-12-06,0.71410051211263,0.7022885278962585,0.7099866914419513,0.6959423778681229,0.1075013527696282
492,492,493,2021-12-07,0.720196334942063,0.7111546945876837,0.7188974892061806,0.7180692558402391,0.0909389297917211
493,493,494,2021-12-08,0.7251980007783672,0.7224835375650298,0.7228057007350308,0.7222380955791525,0.127381802784693
494,494,495,2021-12-09,0.7284804717577542,0.7167369856057608,0.7309347937626989,0.7199933441499424,0.0836897881053805
495,495,496,2021-12-10,0.7244164990097322,0.7165727039614436,0.7314037086099265,0.7148624133316532,0.0815590072383447
496,496,497,2021-12-13,0.726448212798543,0.7283940528106227,0.7342174642245334,0.7228792207674402,0.0852968562299652
497,497,498,2021-12-14,0.7187895227244401,0.7137814865569334,0.7203042603348215,0.7025161162101607,0.0922277274076075
498,498,499,2021-12-15,0.7092550375959732,0.7073781920716062,0.7149891267179824,0.7081280111532557,0.088686683078452
499,499,500,2021-12-16,0.707066723609715,0.696952145287977,0.7115497751455053,0.6969041828521143,0.1453517899836924
500,500,501,2021-12-17,0.743485332974066,0.7316778945714326,0.7234308031882055,0.704760738869115,0.4061035717976819
501,501,502,2021-12-20,0.7447358175794421,0.7270806870337811,0.7387511977931631,0.7284912563047237,0.0817844838388342
502,502,503,2021-12-21,0.7508315041162753,0.7402156290735635,0.753915073506485,0.7427613698337139,0.0886291592530012
503,503,504,2021-12-22,0.7538015924563682,0.7388203517795717,0.7571982712752814,0.7469305394048504,0.0781421879795839
504,504,505,2021-12-23,0.7589594496123194,0.7499027699356886,0.7657962782898708,0.750137107361526,0.0385158301188871
505,505,506,2021-12-24,0.7670872588157635,0.7589332517383461,0.7786154069332454,0.7594369508860823,0.0322438736676021
