Date,Date,Date.2,Date.1,Close,High,Low,Open,Volume
20,20,21,2020-01-31,0.4323120179202964,0.4097271788009837,0.43933628355151,0.4214352147134672,0.3816813788299006
21,21,22,2020-02-03,0.422001482727196,0.3941677004093504,0.4271358122528903,0.4002818619341348,0.1073075472638603
22,22,23,2020-02-04,0.4185163446515481,0.3902018435835368,0.4257561202891939,0.4040061045101453,0.1327663087693002
23,23,24,2020-02-05,0.4035593221378504,0.3949306807347073,0.4158073478281978,0.4129441288573647,0.168887492214939
24,24,25,2020-02-06,0.4173545865287986,0.3850152817830192,0.4190024051728116,0.3970045853005002,0.1937815724974451
25,25,26,2020-02-07,0.4256321812996877,0.3918800256765224,0.4255384848952437,0.4072835854947614,0.1809977870422394
26,26,27,2020-02-10,0.4186613599779916,0.3909642320870756,0.4274262268710194,0.4090706377474566,0.0880626185529152
27,27,28,2020-02-11,0.4244702868843384,0.3949306326985058,0.4338170003045116,0.4099648179935808,0.0937184882354779
28,28,29,2020-02-12,0.4747146901820469,0.4492349707736058,0.4582172746895099,0.430819885669073,0.4068201902988917
29,29,30,2020-02-13,0.4827014365444484,0.4518281112710069,0.482472269022425,0.464932860653545,0.2274795572980789
30,30,31,2020-02-14,0.5155200131713169,0.4872175262456519,0.5032416015745029,0.4784888197150465,0.4553908132111413
31,31,32,2020-02-17,0.4933022749756361,0.4846244139057762,0.5025155107670736,0.4991951684044802,0.1361043701731947
32,32,33,2020-02-18,0.5049193110327292,0.4751667554470804,0.5073082341040862,0.484596280425319,0.2079498286671753
33,33,34,2020-02-19,0.4985337301356092,0.4734509568993978,0.5058963275767814,0.4874914410604383,0.4618916653015505
34,34,35,2020-02-20,0.4988307117110986,0.4726709452571587,0.5045596235303778,0.4847493175056456,0.1530752183101155
35,35,36,2020-02-21,0.5129386313265407,0.4835906063861046,0.5063417328247743,0.4850537536452526,0.1292878868319806
36,36,37,2020-02-24,0.5009097190321237,0.4709549015614747,0.5044109975556759,0.4813977300443739,0.1249021600106482
37,37,38,2020-02-25,0.4832376116330097,0.4598791233915336,0.4813886552849653,0.4614410823056176,0.1874601299606576
38,38,39,2020-02-26,0.4617041985821346,0.4406915401614044,0.4698032453091567,0.4466639628778002,0.1806479054219534
39,39,40,2020-02-27,0.4480416831836262,0.4342955875130423,0.4499001398195301,0.4434647967814786,0.2450030300480111
40,40,41,2020-02-28,0.4086876037995925,0.3867164064788935,0.413361391700539,0.3997428236656448,0.4381099122548721
41,41,42,2020-03-02,0.3892334706549425,0.3583250390555572,0.3759317284235679,0.3662279159692068,0.2617612979582401
42,42,43,2020-03-03,0.3690366791326693,0.3767326857340451,0.3809817201827408,0.3883173196073604,0.2511464426432575
43,43,44,2020-03-04,0.3393356594391383,0.3213539494811092,0.3425123886379353,0.3375878428651284,0.2555398473057345
44,44,45,2020-03-05,0.3339893096173307,0.3197938589132806,0.3408784054380978,0.3372830713927783,0.3271351161480414
45,45,46,2020-03-06,0.2921107505490378,0.2761146993643101,0.304339860677189,0.2943229438309283,0.2786044420029976
46,46,47,2020-03-09,0.2211249304992923,0.2208916271186189,0.2333419925888276,0.2283591198119863,0.4389950833624601
47,47,48,2020-03-10,0.2837944486797369,0.242887358799044,0.1828415436526116,0.1754968402594097,0.5113054711276284
48,48,49,2020-03-11,0.2114720752476896,0.2449152227081367,0.2236874990104049,0.2598937567739137,0.4691507641881255
49,49,50,2020-03-12,0.1314275675362203,0.1706606837440839,0.1436294057783451,0.1811335201603563,0.5936470183313857
50,50,51,2020-03-13,0.1796919800868334,0.1335334926755246,0.0552535401902606,0.0679441450290445,1.0
51,51,52,2020-03-16,0.081084147664582,0.1182456879799077,0.0932774413908268,0.0827211506528132,0.6239286037551962
52,52,53,2020-03-17,0.1987005727219492,0.1575569198698862,0.0929803027262183,0.0565184527163081,0.6594932636841173
53,53,54,2020-03-18,0.1439021566327714,0.1419574065142873,0.1265484297957907,0.1515794264702767,0.6030527936154912
54,54,55,2020-03-19,0.0993502863609746,0.1669167320654031,0.104120134441192,0.1550831564701027,0.6363035441694505
55,55,56,2020-03-20,0.0839058133632304,0.1031141644684467,0.0960995859955057,0.1279666132259562,0.6241766939971819
56,56,57,2020-03-23,0.0,0.0,0.0,0.0258979562738299,0.5799831603349771
57,57,58,2020-03-24,0.0406906327663356,0.0043679989873368,0.0231708832837689,0.0,0.395510970225392
58,58,59,2020-03-25,0.1208836312655497,0.0717585857893465,0.065947698194585,0.0912522166250698,0.4407344742805218
59,59,60,2020-03-26,0.1119732299526703,0.0843942791575859,0.0983274189994135,0.1049629105669589,0.3293471741615692
60,60,61,2020-03-27,0.0504919106593829,0.0934421749339085,0.0626800121309981,0.1107518688273436,0.7342468244778934
61,61,62,2020-03-30,0.1439021566327714,0.0959382692818817,0.0655022037022278,0.0280307895199227,0.328422654118115
62,62,63,2020-03-31,0.1122702115281596,0.1619247677401984,0.112289268362376,0.1308608060512199,0.533853910957317
63,63,64,2020-04-01,0.139743869405521,0.0967181495524877,0.1207556469466165,0.1217204950692021,0.3624156959546115
64,64,65,2020-04-02,0.1036570643759696,0.0700427091073515,0.092683343287663,0.0798267323345185,0.4657986067477546
65,65,66,2020-04-03,0.0868758335570235,0.0733185584702749,0.092534713442222,0.0927756296814454,0.3068614167068503
66,66,67,2020-04-06,0.1219232030723624,0.0809624502701318,0.1048628180610098,0.0773892180188345,0.2474308473943296
67,67,68,2020-04-07,0.1130128017594829,0.10904187468588,0.1122893403935573,0.115626777068197,0.3802063335831231
68,68,69,2020-04-08,0.0824207691931839,0.05381903474144,0.0871877428734614,0.060784125908041,0.4281479733528526
69,69,70,2020-04-09,0.1113791986553917,0.061774706777835,0.0950597257349572,0.0847015261205085,0.2348471056908218
70,70,71,2020-04-14,0.1260814221533127,0.0772185766671923,0.1093188091450296,0.0875961200584808,0.2296890960199811
71,71,72,2020-04-15,0.1159829582458761,0.0850183535586926,0.1197159169711608,0.0988693142446297,0.2472573161878343
72,72,73,2020-04-16,0.103953909658859,0.0539748527510244,0.0995156384074325,0.0679440284414913,0.2866328845655178
73,73,74,2020-04-17,0.1009838894650659,0.070042637019788,0.1130319980147487,0.0935373830740322,0.1879854622477252
74,74,75,2020-04-20,0.0834601365610965,0.0591227544198457,0.0956538335510629,0.075865743694227,0.2108780253168414
75,75,76,2020-04-21,0.0648970844355145,0.0413392801023083,0.0770876308192235,0.0629168879543199,0.2345865389569761
76,76,77,2020-04-22,0.0741043310312832,0.0335393297833304,0.0614918033767903,0.0361047877061108,0.2451652844253252
77,77,78,2020-04-23,0.0678671046293076,0.0380632429594433,0.0732256897421591,0.0607840113165273,0.2454966312572231
78,78,79,2020-04-24,0.0686096948606309,0.0272994886123654,0.0750081740891496,0.0386946187492455,0.2434250537433884
79,79,80,2020-04-27,0.0686096948606309,0.0168477165214248,0.0528770403134563,0.0341243978388327,0.2318477090611661
80,80,81,2020-04-28,0.0645999665674253,0.0363472725415086,0.0677300673107356,0.0470732975977864,0.25542581936811
81,81,82,2020-04-29,0.1011323802528106,0.0510109926898458,0.0877817396107204,0.0508818456524104,0.2131157561116965
82,82,83,2020-04-30,0.1251902729879447,0.0800264284278534,0.1161511263612573,0.0894241593947672,0.3075381464239884
83,83,84,2020-05-01,0.0680156635633523,0.0583429284305694,0.0802067392465992,0.0837875713781146,0.2927574024735724
84,84,85,2020-05-04,0.0834601365610965,0.036035205305877,0.0678785125913501,0.0399132437642991,0.1766012632567974
85,85,86,2020-05-05,0.0978652421909281,0.0528829464363197,0.0996642646670852,0.0699244861994123,0.2076099042471238
86,86,87,2020-05-06,0.0904399531943953,0.0452391227331506,0.0956539199131835,0.0684010955809707,0.114023498872587
87,87,88,2020-05-07,0.0742527536727277,0.0372831627559261,0.0846625328651503,0.0597175822395934,0.1725471231998986
88,88,89,2020-05-08,0.0793020537727461,0.0389992496363794,0.089564183747563,0.0645925992816098,0.202836206515452
89,89,90,2020-05-11,0.0873213740665576,0.0463311261549799,0.0944656725528513,0.0607840697649966,0.1671966876353706
90,90,91,2020-05-12,0.0809356568768373,0.0421192350517912,0.0862965160095206,0.0636785640012296,0.16462946948577
91,91,92,2020-05-13,0.0978652421909281,0.0475790454646242,0.0794640498162854,0.0485967702451823,0.2472224060038798
92,92,93,2020-05-14,0.0689066764361202,0.0279234520155696,0.0799096287443732,0.0516436078518064,0.2452975472356683
93,93,94,2020-05-15,0.0793020537727461,0.0305753961624137,0.0812464313064486,0.053167018141079,0.131387776385036
94,94,95,2020-05-18,0.0689066764361202,0.0333833238478537,0.080800834695709,0.0591082881326673,0.1459414841734801
95,95,96,2020-05-19,0.0800446440040694,0.0405592728884658,0.0885244879990038,0.0623074766444532,0.2066787860589359
96,96,97,2020-05-20,0.0862817341134449,0.0358791850198948,0.0828801756159669,0.0470732438029172,0.1366053493078816
97,97,98,2020-05-21,0.07113417454489,0.0405591742009539,0.0833257795161089,0.0659635919676652,0.2010217766968283
98,98,99,2020-05-22,0.0659365880960272,0.0258955139135279,0.0781273109090601,0.0478351195615819,0.1909102998418904
99,99,100,2020-05-25,0.0702432298184221,0.0244914981837419,0.0773846298390785,0.0507295400822316,0.1777822111978554
100,100,101,2020-05-26,0.1046965680364823,0.0547549741631277,0.0842170538565586,0.0516436229727749,0.3833501096161781
101,101,102,2020-05-27,0.1490997430816343,0.1260454826602576,0.1232806451664549,0.0883577608534602,0.58132546290634
102,102,103,2020-05-28,0.17033610641072,0.143985207440389,0.1730384649365677,0.1523410652572208,0.3199470372920542
103,103,104,2020-05-29,0.1409319320000782,0.1224576705078976,0.1531353833664863,0.1425912539969549,0.4632353474849942
104,104,105,2020-06-01,0.1431595664014481,0.100306149777886,0.1317469756733426,0.1072480965246396,0.1631339699903181
105,105,106,2020-06-02,0.1450900829347286,0.1035820548958589,0.1504618309706146,0.1217204934753665,0.1049927981250232
106,106,107,2020-06-03,0.1759792333691169,0.1324414092193548,0.1636810090804834,0.1310132414444663,0.1921219591475269
107,107,108,2020-06-04,0.1989976905900387,0.1692567412257947,0.2000711780405412,0.1811334945755789,0.3752617439028494
108,108,109,2020-06-05,0.2148877722436168,0.1744046444019697,0.2149242450186042,0.1852466265224917,0.2445974840794265
109,109,110,2020-06-09,0.2664193228561124,0.22806770713,0.2559188567807184,0.2283593421461396,0.2996648202458432
110,110,111,2020-06-10,0.257508921543233,0.2280676222821679,0.2548790659746272,0.2341481801735541,0.2112382840192994
111,111,112,2020-06-11,0.2105812668138217,0.1981163256209696,0.2208655645997246,0.2111448601863941,0.3133092437068545
112,112,113,2020-06-12,0.1939484586363203,0.1535010320169433,0.1773458725885809,0.1598057426149062,0.3390328307486501
113,113,114,2020-06-15,0.1788009672140655,0.1591169795198902,0.1910108458866354,0.1707743625481279,0.2243359012312918
114,114,115,2020-06-16,0.2202339176265244,0.18360845735752,0.2184889986884397,0.1942348549703807,0.3043989291091131
115,115,116,2020-06-17,0.2276592747693572,0.1868844554124004,0.224578777800281,0.2085549102682911,0.2125239025290868
116,116,117,2020-06-18,0.2190459231782672,0.18158050220025,0.2181918390138535,0.2001761118758322,0.3604572466313921
117,117,118,2020-06-19,0.2141451138659935,0.1882882784584686,0.2216080068704431,0.2077930681050925,0.3388317672836751
118,118,119,2020-06-22,0.2254316403679874,0.1881323131890439,0.2147756590232536,0.1849419714874398,0.1178189916559261
119,119,120,2020-06-23,0.2193429047537564,0.1850124766896543,0.2205684079002223,0.207945559756556,0.1299234081361003
120,120,121,2020-06-24,0.2224615520278942,0.1840764567723797,0.22561844531501,0.2015471881784376,0.1468372123126419
121,121,122,2020-06-25,0.198849199802294,0.1687107442552843,0.2098742065298171,0.1820475519020257,0.2067298916890549
122,122,123,2020-06-26,0.2229069562448282,0.181112494507747,0.2210139292779145,0.1928636548231943,0.3349959058511927
123,123,124,2020-06-29,0.2126601378422469,0.1681647128401759,0.2069035362694462,0.1796100549007409,0.1413409577495
124,124,125,2020-06-30,0.225134590646198,0.1926562673416702,0.2312626245683862,0.206269769866084,0.2490826629368354
125,125,126,2020-07-01,0.2319658483454522,0.1884442903595399,0.2291832091702665,0.204746274857384,0.1390918901423297
126,126,127,2020-07-02,0.2500835644004002,0.208412008637814,0.2388376290548497,0.2100783061607787,0.2299688573566884
127,127,128,2020-07-03,0.257063381033699,0.2204237577586578,0.25740402356461,0.2349098896196473,0.1369229000189726
128,128,129,2020-07-06,0.2548356784860292,0.2261955901099852,0.2603746164879359,0.2344527884720895,0.1248821856270454
129,129,130,2020-07-07,0.2521626398677254,0.2275995792296272,0.2631968085842511,0.2420699126126257,0.2034369376018851
130,130,131,2020-07-08,0.2420643122528888,0.2132479523963978,0.2496805057304794,0.2279022558611192,0.2008181339570939
131,131,132,2020-07-09,0.2399852367855636,0.2079439871029537,0.2522054999326943,0.2286638869861361,0.1338555424985602
132,132,133,2020-07-10,0.2431038159134013,0.2082560187287755,0.2490863367241556,0.2224179349349166,0.1562063379019087
133,133,134,2020-07-13,0.265231192115255,0.2313434496914807,0.2682467824969521,0.2405465014816765,0.169108230147847
134,134,135,2020-07-14,0.2594395743691135,0.2254157077169706,0.2673557288276997,0.2435933751547281,0.1462486578023991
135,135,136,2020-07-15,0.2742899479232791,0.2339953824010185,0.2667613961774384,0.2435931731285519,0.1845310935471164
136,136,137,2020-07-16,0.2729533945409771,0.2441351521418737,0.2770100077923434,0.2598937199314388,0.1792886876068187
137,137,138,2020-07-17,0.2723592950973985,0.237427209697405,0.2787923568148864,0.2554757503580964,0.1786789590502942
138,138,139,2020-07-20,0.2633004711430746,0.2269754741478144,0.2689894086393607,0.2467923485056185,0.0693432020784396
139,139,140,2020-07-21,0.2995360395455705,0.2594230264290326,0.280723387624755,0.2554759256579391,0.1692744434120014
140,140,141,2020-07-22,0.2950809070354309,0.2639470436057555,0.2989928250829563,0.2786319213446975,0.1423491542648038
141,141,142,2020-07-23,0.2892889485577893,0.2520909789373333,0.2931998854209698,0.2704052381920592,0.1286045589701088
142,142,143,2020-07-24,0.2762206007491596,0.2470991996904762,0.2868131647533039,0.2618741763790115,0.1273094031420245
143,143,144,2020-07-27,0.2707259645785073,0.2414834209804272,0.2796837464806325,0.2565423817512826,0.0932962069725234
144,144,145,2020-07-28,0.2665676092049568,0.2378953295703738,0.2776041095930475,0.2560851566729718,0.093408075517326
145,145,146,2020-07-29,0.2784482351505294,0.2513112133250929,0.2836940549205615,0.2557806531360711,0.2233527176828419
146,146,147,2020-07-30,0.2815669505709672,0.2506873264434401,0.2909721470824844,0.2633978187679722,0.1539093437707185
147,147,148,2020-07-31,0.2515684722778468,0.2319673359309572,0.261265703257888,0.252733604001973,0.2661132542751629
148,148,149,2020-08-03,0.2327085748693755,0.1982723399030951,0.2330450823885341,0.2193712776347254,0.1768789251838168
149,149,150,2020-08-04,0.2560238773731864,0.2254156912954543,0.2633453148571085,0.2329295300431575,0.2295284012041494
150,150,151,2020-08-05,0.2589939657132795,0.2179278021399861,0.2410656943495712,0.2178476987293225,0.1538031736236405
151,151,152,2020-08-06,0.2591423883547241,0.2252595597857247,0.2630482079927805,0.2435932607079589,0.1131600416594862
152,152,153,2020-08-07,0.2563207226560757,0.2160557714712485,0.2611172127591505,0.2315582810854557,0.1288675250293122
153,153,154,2020-08-10,0.292853136341461,0.2545869558262203,0.2765643536609625,0.2451165366572405,0.1807267232599538
154,154,155,2020-08-11,0.3035456996924763,0.2843825848644583,0.3040429066521612,0.2740616121849473,0.2338608630025409
155,155,156,2020-08-12,0.2981993498706687,0.2956142438146349,0.3046367967807453,0.3040726835189817,0.2431232186133902
156,156,157,2020-08-13,0.2698347472668393,0.270966610806635,0.277604104138331,0.2891431324280378,0.3365062811638623
157,157,158,2020-08-14,0.2598850467323474,0.2350875375096852,0.2648305903891013,0.250144018724227,0.2225853534503168
158,158,159,2020-08-17,0.2450344005929818,0.2129357918706144,0.2556216715679298,0.2298825510647029,0.1786970739567448
159,159,160,2020-08-18,0.2408765222435315,0.2096601486827193,0.2464129757784934,0.2253126602145807,0.254953152272644
160,160,161,2020-08-19,0.2640686843832056,0.2224828783604268,0.2532473790961218,0.2205920510807739,0.2016099713082675
161,161,162,2020-08-20,0.2523219659171733,0.2163132641266527,0.2583686292585394,0.2258446728324374,0.2505543491281121
162,162,163,2020-08-21,0.2428339565653203,0.2239065973713709,0.2550547032102241,0.235886338694119,0.2266496906399858
163,163,164,2020-08-24,0.2325932713297409,0.1998607432883523,0.2433060496395105,0.2216734676672851,0.1398610538688731
164,164,165,2020-08-25,0.2551831564698336,0.2180533035294777,0.2546028706229062,0.2281619051548373,0.1917986500555774
165,165,166,2020-08-26,0.2431352995040107,0.2036575254177032,0.2425529681787739,0.2253811507087344,0.1389637061850948
166,166,167,2020-08-27,0.2344004430599843,0.2030246786356201,0.2440591555964153,0.2227548182830134,0.1642998621647565
167,167,168,2020-08-28,0.2347014452671749,0.2006515488045669,0.2428539793222044,0.2176564956671238,0.1763215019200901
168,168,169,2020-08-31,0.2225030531246067,0.1924255344436278,0.2347203491154281,0.2103956402919591,0.1367260353733737
169,169,170,2020-09-01,0.2000637713075592,0.1696452258720044,0.206704080568312,0.1896941962028018,0.2264534858088602
170,170,171,2020-09-02,0.2124129030657726,0.1728090649994635,0.213934103000168,0.181197198436541,0.1245815501597261
171,171,172,2020-09-03,0.2209970198941539,0.1835663761132852,0.2308040002395723,0.2011262521203711,0.1216933022772656
172,172,173,2020-09-04,0.1991602195155876,0.165215748466306,0.2104697235769577,0.1838235415289368,0.1519644506357702
173,173,174,2020-09-07,0.2087986277515858,0.1724928164226401,0.2014322592948272,0.1720824801856364,0.1199438941758356
174,174,175,2020-09-08,0.2256657910548578,0.1818264297954425,0.2240261204953435,0.1952559250441647,0.1027113396255241
175,175,176,2020-09-09,0.2000637713075592,0.1579387045687549,0.2053485078436326,0.1756356225214153,0.1605163060250719
176,176,177,2020-09-10,0.1990094117536422,0.1721761329362176,0.2047458279827992,0.1954100480608869,0.1570697351318756
177,177,178,2020-09-11,0.1851543149112759,0.1465484047333697,0.1973652719031262,0.1663661785888026,0.1587340271662414
178,178,179,2020-09-14,0.1907265015713515,0.15176887688414,0.197365341227758,0.1693015822779091,0.0956252920803728
179,179,180,2020-09-15,0.173558131621989,0.1449665276234132,0.1853152629045347,0.1663662423765846,0.2043296665843498
180,180,181,2020-09-16,0.1836483498271231,0.1397460737765127,0.1854659821158431,0.16018671503779,0.2132508981124687
181,181,182,2020-09-17,0.1731062535065531,0.1387966426107553,0.1853151656462209,0.1566333654467833,0.2149460814608148
182,182,183,2020-09-18,0.1636185848862001,0.130570547285345,0.1758258867352798,0.1526166901172621,0.3625775304499881
183,183,184,2020-09-21,0.1505163683664603,0.1163328252517278,0.1598595862450607,0.1401031067639896,0.2578426598009171
184,184,185,2020-09-22,0.144040561768113,0.0994057719319833,0.1497676479114851,0.1200194520878096,0.1992068670131332
185,185,186,2020-09-23,0.1621124153631472,0.1182311412354734,0.160461961841133,0.1275893770596253,0.1932616386924324
186,186,187,2020-09-24,0.1610583283944302,0.1175984524580481,0.1551902040481477,0.1274349629995496,0.1446462683622619
187,187,188,2020-09-25,0.1901240882791704,0.1547746519757728,0.1890809025039455,0.158487267602317,0.2202133204185647
188,188,189,2020-09-28,0.180485748189472,0.1525599454110199,0.1859178194087379,0.1740907454130125,0.1253502340211979
189,189,190,2020-09-29,0.1734074601526436,0.1430680817918747,0.183808993279692,0.1646668107355866,0.0976979492906184
190,190,191,2020-09-30,0.1521730049199584,0.1191804024011947,0.1640771066484782,0.1363953125041015,0.2556515958842692
191,191,192,2020-10-01,0.1586487433720057,0.1193385740496314,0.1669389115857267,0.1340779530808233,0.1054914979006203
192,192,193,2020-10-02,0.1538296414734566,0.1147509463997368,0.1636252790873967,0.134232504173405,0.1304598373029471
193,193,194,2020-10-05,0.1880156417565363,0.1422770373405951,0.1788383186543785,0.146437069954239,0.0965959391538287
194,194,195,2020-10-06,0.190425294925261,0.1492377318458012,0.1908883911030399,0.1708463913177604,0.1125560115006862
195,195,196,2020-10-07,0.2118104897735914,0.1679050059127457,0.2027878614550647,0.1689925376093743,0.1596275359294473
196,196,197,2020-10-08,0.2199429329254369,0.1800861424480237,0.2246285283869473,0.2011263617437988,0.1694043068969867
197,197,198,2020-10-09,0.2139190044425256,0.1827756681860825,0.2261348435092749,0.2049886798070204,0.1247723565087968
198,198,199,2020-10-12,0.2274729627851012,0.1838829939006971,0.2225198242775135,0.1924750467119251,0.1073719091665805
199,199,200,2020-10-13,0.2390690097817882,0.2161550441719108,0.2476741420585992,0.221518887962522,0.1729719237544787
200,200,201,2020-10-14,0.2283764464307728,0.1951148619600453,0.2390885091144547,0.2113226680872106,0.1084133363380884
201,201,202,2020-10-15,0.2375629765513353,0.2012844552474619,0.2354734705030026,0.2068424022139792,0.1266261352632866
202,202,203,2020-10-16,0.2369605632591542,0.2001770827978774,0.2445109653429125,0.2127129482292282,0.158588688032699
203,203,204,2020-10-19,0.2485568146947411,0.2096688662248448,0.2533978098837164,0.225844512137505,0.0816380050257468
204,204,205,2020-10-20,0.2354547344676014,0.2128329002968964,0.2458666833857472,0.2283165401045896,0.1755257056820763
205,205,206,2020-10-21,0.2434363017112013,0.2028663392077205,0.2467703131825871,0.2159571507036468,0.1596542284240517
206,206,207,2020-10-22,0.2383160613128618,0.1971713500815716,0.2404441728680875,0.2128675118714469,0.1354041270675511
207,207,208,2020-10-23,0.246900314433843,0.2042903486882096,0.2449629342154509,0.2222914353392893,0.1185587636468377
208,208,209,2020-10-26,0.2440387150033824,0.2072958271455846,0.2530965486612577,0.227389317262145,0.0695334085961709
209,209,210,2020-10-27,0.2295812048688352,0.1959057017576663,0.2351721519924012,0.214257813350331,0.1073196638569167
210,210,211,2020-10-28,0.2250633096163765,0.1865723069149344,0.2253817405095797,0.1975730990985027,0.1145512904681461
211,211,212,2020-10-29,0.2203945384556726,0.1846736753022219,0.2267370992861332,0.1995813134096804,0.1431016426801112
212,212,213,2020-10-30,0.2336474264447578,0.1998607023599756,0.2311053972296113,0.1995814681346333,0.2056878047030736
213,213,214,2020-11-02,0.2313884447453786,0.2009679921853297,0.2009802597821718,0.2232182158997768,0.183556847485624
214,214,215,2020-11-03,0.2456953515568806,0.2128327184011504,0.2452641136302449,0.2137943429386082,0.2306082175813804
215,215,216,2020-11-04,0.2244608963241953,0.2012844810220297,0.2285447441187953,0.2204374330420329,0.1424241331822318
216,216,217,2020-11-05,0.2434363017112013,0.2004933650711046,0.2351721009021876,0.2032890430246785,0.2103034468768072
217,217,218,2020-11-06,0.2452436097340448,0.2096688745128136,0.2494816424324843,0.2281618815452297,0.1040208914057545
218,218,219,2020-11-09,0.2530748462397997,0.2148894994831686,0.2576155223342051,0.226153666709292,0.1208594167491984
219,219,220,2020-11-10,0.2845501230006643,0.255387672720781,0.2805103895342489,0.2590596881370639,0.3569027660802335
220,220,221,2020-11-11,0.3146699698541212,0.2759531814820852,0.3006941405657679,0.2737360108711439,0.2879738675079341
221,221,222,2020-11-12,0.2946402730594983,0.2784843669192087,0.3038573524189032,0.2961371098969709,0.1808178376404123
222,222,223,2020-11-13,0.2956944281745154,0.2598171142210081,0.2987359941912715,0.2714188252418343,0.1472279424471427
223,223,224,2020-11-16,0.3160254679078288,0.2778516277820108,0.317714911160734,0.2899575792158819,0.0
224,224,225,2020-11-17,0.3295793581041046,0.2920892371567862,0.3299154153867281,0.2999992880178759,0.2376354216721342
225,225,226,2020-11-18,0.3621089262725862,0.3251523714733506,0.3425679709356093,0.312512843547192,0.2176664365513705
226,226,227,2020-11-19,0.3819884286219641,0.3460346854847229,0.3687770746861825,0.3517534541745069,0.2419090400161282
227,227,228,2020-11-20,0.3990060589556812,0.3639107617623195,0.3826344775140089,0.363803490092212,0.3970049101593614
228,228,229,2020-11-23,0.3929819260338698,0.3647016673239058,0.400257493739913,0.3794068096040692,0.0956892940842893
229,229,230,2020-11-24,0.4164756355511343,0.3881147826564868,0.4105000890211132,0.3828056621448146,0.1399638649604504
230,230,231,2020-11-25,0.4346980924692138,0.4169064686732784,0.4419054692643318,0.4197284678906159,0.2001568798885129
231,231,232,2020-11-26,0.4154212759972173,0.3953917616204789,0.427671314952722,0.412004057749082,0.1001563580352476
232,232,233,2020-11-27,0.4096987585992966,0.3906461800233387,0.4190859080875975,0.3981002457890865,0.1231107037323245
233,233,234,2020-11-30,0.3850000862050695,0.3836851430184567,0.3972449619368614,0.3926928141051082,0.264649005992495
234,234,235,2020-12-01,0.4027710057392133,0.3738770600695522,0.3930276151424163,0.3673567458353466,0.1267578582254241
235,235,236,2020-12-02,0.4005119558935341,0.3700803412086554,0.4014625658824231,0.3877492835001541,0.1598002873552014
236,236,237,2020-12-03,0.3923795127416887,0.3654925777485637,0.403420725818757,0.3826510678335173,0.091716911038954
237,237,238,2020-12-04,0.4017169187704963,0.3737190630130113,0.4062827077371411,0.3795615153741947,0.1139637556711803
238,238,239,2020-12-07,0.4101505685684323,0.3764875374023628,0.4120066424584911,0.3903758145734692,0.1045436444180625
239,239,240,2020-12-08,0.4262645789638779,0.3925443243280473,0.4112533116312618,0.388521738508796,0.2131062787765336
240,240,241,2020-12-09,0.4468965527580819,0.4208612987221696,0.4389680846083543,0.4135487938850222,0.2335502103518532
241,241,242,2020-12-10,0.4455412591432743,0.4314606206324158,0.4547839498813752,0.4374948316366853,0.293458665292493
242,242,243,2020-12-11,0.4349992991153044,0.4121607019926245,0.4439388857029698,0.4274529865831551,0.1309690941101181
243,243,244,2020-12-14,0.458040926078233,0.4357318503177283,0.4489094339575743,0.4212732778801451,0.137440074599824
244,244,245,2020-12-15,0.4452401887897839,0.4344664801941718,0.4535789981527161,0.4490816028982274,0.1504332011924887
245,245,246,2020-12-16,0.456986839109516,0.4379467070719014,0.4583988920335144,0.4310061619065821,0.1012081622889276
246,246,247,2020-12-17,0.4700890556292558,0.4404777879471662,0.4730095624635284,0.4535615661183922,0.2395478639316197
247,247,248,2020-12-18,0.4465957549897914,0.4343083655358069,0.4588510850207035,0.4506265843956913,0.4816432115617731
248,248,249,2020-12-21,0.4441861018210669,0.4194379554102831,0.4464996954958793,0.4308519820154275,0.0754180539515899
249,249,250,2020-12-22,0.4354512453770403,0.4214944245425718,0.4440897081303496,0.4251357955088199,0.098655400074607
250,250,251,2020-12-23,0.4468965527580819,0.417064612599596,0.4504156391747991,0.4257534526409439,0.0630781436875579
251,251,252,2020-12-24,0.446444879081546,0.4350991369239896,0.4587001835051076,0.4439832906804959,0.0319705305262266
252,252,253,2020-12-29,0.4593964922782405,0.4338335617372892,0.4684908771774978,0.441357029176016,0.0488622009263435
253,253,254,2020-12-30,0.4530711527103386,0.4240253787512926,0.4577963166231709,0.4374947351277161,0.0593952392466286
254,254,255,2020-12-31,0.4307825423626363,0.424500042983615,0.4430351885026498,0.4351774647068123,0.0462018889528642
255,255,256,2021-01-04,0.4554808058790631,0.4259236638205117,0.4439388184197852,0.417102170106338,0.0638355507198486
256,256,257,2021-01-05,0.4476497056659083,0.4154827838872457,0.4486835877907977,0.4289978218827219,0.0875107137375112
257,257,258,2021-01-06,0.4426799322980139,0.4169065444838546,0.4455957869322475,0.4242087417730062,0.1140979379418095
258,258,259,2021-01-07,0.4679806091066218,0.4458564751549008,0.4669844684662745,0.4503172467055032,0.15958314841033
259,259,260,2021-01-08,0.4837935491485767,0.4529753149552029,0.4834779932024668,0.4597411328437499,0.1256922578509375
260,260,261,2021-01-11,0.4767154655506485,0.4529753233850651,0.4856621324719818,0.4660752542219919,0.0893386997444058
261,261,262,2021-01-12,0.4875584959321088,0.4629417333463677,0.490783283229145,0.4674655442270801,0.0953923775712745
262,262,263,2021-01-13,0.4889141984247165,0.460410786508844,0.4882229233447344,0.4660754479234577,0.0921953964984125
