Open,High,Low,Close,Adj Close,Volume,date
0.0,0.11722848218339088,0.025729241641039735,0.14808341297236716,71.59430694580078,0.01648117577317265,2021-01-04
0.12897780061060793,0.0,0.07976051822286223,0.057491629594085936,71.1497802734375,0.1393041018563611,2021-01-05
0.07705185565732364,0.01598514774336479,0.04459726493489491,0.0,70.86767578125,0.2772343315559608,2021-01-06
0.36013336758257886,0.3410300365208325,0.28816462736373794,0.2926830889223542,72.30384063720703,0.513204265071751,2021-01-07
0.46231113394394185,0.4209584855034656,0.4759863901066552,0.4756091887717595,73.20143127441406,0.33738379266510976,2021-01-08
0.5309885380045216,0.4209584855034656,0.5008584701956433,0.39372874169439065,72.79965209960938,0.14878739834046206,2021-01-11
0.546063317652802,0.5328599402386391,0.5591768631813121,0.51916321194971,73.4151382446289,0.18019290223102524,2021-01-12
0.5309885380045216,0.5044400929621169,0.5300176666884777,0.5348433514586901,73.49208068847656,0.16360748021266236,2021-01-13
0.5477387191549123,0.5577266290391432,0.5797605182228622,0.5975612511680026,73.7998275756836,0.36173944973541683,2021-01-14
0.648241084014165,0.5701599734393952,0.5540312765818225,0.43205516559381074,72.98770904541016,0.4682781787714191,2021-01-15
0.4807367165964429,0.37033749584990616,0.36706798403454854,0.3083618992680286,72.38076782226562,0.033383070720963914,2021-01-18
0.4639865354460522,0.4174066821603528,0.49571288359615195,0.3850174053934783,72.75688934326172,0.2140287439572186,2021-01-19
0.4824121180985532,0.34280661575884075,0.38250474383301736,0.2560978689524731,72.12432098388672,0.09377276496828268,2021-01-20
0.4690114619954784,0.394316572597857,0.42710200876791227,0.42160262536335935,72.93643188476562,0.3100071727640348,2021-01-21
0.4639865354460522,0.36589672532133655,0.4785591834064,0.3815323392077925,72.73980712890625,1.0,2021-01-22
0.4824121180985532,0.4404967917228486,0.4768448603022968,0.412891289062447,72.8936767578125,0.0,2021-01-25
0.6415407559626267,0.65008842242203,0.6586625662500829,0.6445990113683333,74.03063201904297,0.4609731620375629,2021-01-27
0.5159124803993365,0.39076341412184057,0.32247071909965364,0.3902436755087031,72.78255462646484,0.651634254382621,2021-01-28
0.6298155013616622,0.5026635137241087,0.23327618922986382,0.10627192288726128,71.3891372680664,0.9722978828676743,2021-01-29
0.12897780061060793,0.25222004648105845,0.0,0.31010443236087326,72.38932037353516,0.3866213169568188,2021-02-01
0.5678397033095255,0.6589699634791693,0.5711836681279863,0.6428564782754904,74.0220947265625,0.4098343107067117,2021-02-02
0.8341710340843882,0.9271765128364962,0.874786363933783,0.817072570987289,74.87694549560547,0.34035714452419374,2021-02-03
0.9447245299993998,0.8650084357023324,0.813036707452726,0.7247382545161649,74.42387390136719,0.2968783695264887,2021-02-04
1.0,1.0,1.0,1.0,75.77455139160156,0.2741682472160807,2021-02-05
