Date,Open,High,Low,Close,Adj Close,Volume,date
2020-01-02,0.11105403502375155,0.10858666294484587,0.11499158642899399,0.12487289561719395,0.12487289561719395,0.18480633825206333,0
2020-01-03,0.10605994189076928,0.10297215881158628,0.11516062419294415,0.11387533023832663,0.11387533023832663,0.16611205548090086,1
2020-01-06,0.10391963699801965,0.11128699003805997,0.11298752362770659,0.12719746462035264,0.12719746462035264,0.18712369454418026,2
2020-01-07,0.12508500329272088,0.11613611737721607,0.128460079234057,0.12909726590743076,0.12909726590743076,0.1859296908448883,3
2020-01-08,0.12201247445546726,0.11476219675544375,0.1257557697584808,0.12198990856204839,0.12198990856204839,0.14799711178276762,4
2020-01-09,0.12764863728381948,0.11800440278448887,0.13027587198874768,0.1263239668118903,0.1263239668118903,0.12392627980946808,5
2020-01-10,0.12549882508575805,0.11283203414170984,0.12264581386156825,0.11778462077208818,0.11778462077208818,0.10177009282142366,6
2020-01-13,0.11881148813422981,0.10858194780015651,0.12303215431335146,0.12167009459748923,0.12167009459748923,0.09661962715998096,7
2020-01-14,0.11622883953250762,0.10340479147200077,0.11228727695341778,0.1112357543126633,0.1112357543126633,0.14325642253883336,8
2020-01-15,0.10974609108230726,0.09948273411944719,0.11061642634418911,0.10769398399415231,0.10769398399415231,0.10480102528885704,9
2020-01-16,0.11485427187903108,0.10268221368353858,0.1158946931574043,0.11529304347452418,0.11529304347452418,0.08804964794553646,10
2020-01-17,0.11623362947258842,0.10318136615441587,0.11165953819531327,0.10898278110252713,0.10898278110252713,0.18256669817706012,11
2020-01-21,0.10629776967326365,0.10680869069354493,0.11298752362770659,0.12200418402027058,0.12200418402027058,0.1621132028548699,12
2020-01-22,0.12108496787619427,0.11072124521603244,0.12425874656213731,0.11983715489534963,0.11983715489534963,0.12738818402635002,13
2020-01-23,0.11586262684087922,0.10476920926370703,0.11914951751287228,0.11846241370175958,0.11846241370175958,0.07569276942446196,14
2020-01-24,0.1188400100501652,0.1071509376573,0.10692213327721334,0.10751262740755418,0.10751262740755418,0.16623922747254144,15
2020-01-27,0.08489457559606806,0.08148401127079175,0.09142054502962649,0.09161770585083295,0.09161770585083295,0.14944545946534069,16
2020-01-28,0.09464493407953822,0.08961814364463427,0.09850974126169076,0.10350785153843922,0.10350785153843922,0.09854133725588277,17
2020-01-29,0.10582211410827502,0.09752885070089179,0.11058260405401776,0.105775173040768,0.105775173040768,0.047672540599658336,18
2020-01-30,0.10296839844289207,0.0966350768898645,0.10845297876372817,0.11182760315711959,0.11182760315711959,0.34719084135576644,19
